Tempo,Nome,Valor
20250801_105923,vcell_0,0.0
20250801_105923,vcell_1,0.1
20250801_105923,vcell_2,0.0
20250801_105923,vcell_3,0.01
20250801_105923,vcell_4,0.0
20250801_105923,vcell_5,0.0
20250801_105923,vcell_6,0.0
20250801_105923,vcell_7,0.0
