Tempo,Nome,Valor
20250801_110933,vcell_0,0.0
20250801_110933,vcell_1,0.1
20250801_110933,vcell_2,0.0
20250801_110933,vcell_3,0.01
20250801_110933,vcell_4,0.0
20250801_110933,vcell_5,0.0
20250801_110933,vcell_6,0.0
20250801_110933,vcell_7,0.0
